student_id,station,station_name,domain,examiner,score,max_score,attempt
S193,ST3,Procedure: IV access,Procedural skill,EX10,2,20,1
S193,ST4,Counselling,Communication,EX05,9,20,1
S193,ST5,Data interpretation,Cognitive,EX04,8,20,1
S194,ST1,History taking,Communication,EX03,13,20,1
S194,ST2,Clinical examination,Clinical skill,EX11,6,20,1
S194,ST3,Procedure: IV access,Procedural skill,EX06,4,20,1
S194,ST4,Counselling,Communication,EX06,13,20,1
S194,ST5,Data interpretation,Cognitive,EX02,7,20,1
S195,ST1,History taking,Communication,EX10,10,20,1
S195,ST2,Clinical examination,Clinical skill,EX10,6,20,1
S195,ST3,Procedure: IV access,Procedural skill,EX04,8,20,1
S195,ST4,Counselling,Communication,EX07,6,20,1
S195,ST5,Data interpretation,Cognitive,EX12,5,20,1
S196,ST1,History taking,Communication,EX10,14,20,1
S196,ST2,Clinical examination,Clinical skill,EX09,7,20,1
S196,ST3,Procedure: IV access,Procedural skill,EX11,7,20,1
S196,ST4,Counselling,Communication,EX08,9,20,1
S196,ST5,Data interpretation,Cognitive,EX03,5,20,1
S197,ST1,History taking,Communication,EX06,9,20,1
S197,ST2,Clinical examination,Clinical skill,EX06,6,20,1
S197,ST3,Procedure: IV access,Procedural skill,EX01,5,20,1
S197,ST4,Counselling,Communication,EX12,9,20,1
S197,ST5,Data interpretation,Cognitive,EX07,5,20,1
S198,ST1,History taking,Communication,EX04,8,20,1
S198,ST2,Clinical examination,Clinical skill,EX09,8,20,1
S198,ST3,Procedure: IV access,Procedural skill,EX12,7,20,1
S198,ST4,Counselling,Communication,EX07,6,20,1
S198,ST5,Data interpretation,Cognitive,EX03,6,20,1
S199,ST1,History taking,Communication,EX12,11,20,1
S199,ST2,Clinical examination,Clinical skill,EX04,8,20,1
S199,ST3,Procedure: IV access,Procedural skill,EX03,3,20,1
S199,ST4,Counselling,Communication,EX10,11,20,1
S199,ST5,Data interpretation,Cognitive,EX12,6,20,1
S200,ST1,History taking,Communication,EX01,9,20,1
S200,ST2,Clinical examination,Clinical skill,EX09,7,20,1
S200,ST3,Procedure: IV access,Procedural skill,EX07,7,20,1
S200,ST4,Counselling,Communication,EX09,12,20,1
S200,ST5,Data interpretation,Cognitive,EX10,8,20,1
S201,ST1,History taking,Communication,EX10,11,20,1
S201,ST2,Clinical examination,Clinical skill,EX07,7,20,1
S201,ST3,Procedure: IV access,Procedural skill,EX04,14,20,1
S201,ST4,Counselling,Communication,EX07,5,20,1
S201,ST5,Data interpretation,Cognitive,EX06,8,20,1
S202,ST1,History taking,Communication,EX04,10,20,1
S202,ST2,Clinical examination,Clinical skill,EX06,9,20,1
S202,ST3,Procedure: IV access,Procedural skill,EX06,6,20,1
S202,ST4,Counselling,Communication,EX01,8,20,1
S202,ST5,Data interpretation,Cognitive,EX01,12,20,1
S203,ST1,History taking,Communication,EX08,8,20,1
S203,ST2,Clinical examination,Clinical skill,EX02,7,20,1
S203,ST3,Procedure: IV access,Procedural skill,EX09,7,20,1
S203,ST4,Counselling,Communication,EX09,12,20,1
S203,ST5,Data interpretation,Cognitive,EX03,7,20,1
S204,ST1,History taking,Communication,EX01,9,20,1
S204,ST2,Clinical examination,Clinical skill,EX05,10,20,1
S204,ST3,Procedure: IV access,Procedural skill,EX03,10,20,1
S204,ST4,Counselling,Communication,EX04,8,20,1
S204,ST5,Data interpretation,Cognitive,EX01,6,20,1
S205,ST1,History taking,Communication,EX12,7,20,1
S205,ST2,Clinical examination,Clinical skill,EX01,8,20,1
S205,ST3,Procedure: IV access,Procedural skill,EX06,3,20,1
S205,ST4,Counselling,Communication,EX06,9,20,1
S205,ST5,Data interpretation,Cognitive,EX05,5,20,1
S206,ST1,History taking,Communication,EX07,11,20,1
S206,ST2,Clinical examination,Clinical skill,EX06,11,20,1
S206,ST3,Procedure: IV access,Procedural skill,EX04,7,20,1
S206,ST4,Counselling,Communication,EX08,11,20,1
S206,ST5,Data interpretation,Cognitive,EX01,8,20,1
S207,ST1,History taking,Communication,EX05,12,20,1
S207,ST2,Clinical examination,Clinical skill,EX12,11,20,1
S207,ST3,Procedure: IV access,Procedural skill,EX06,5,20,1
S207,ST4,Counselling,Communication,EX02,8,20,1
S207,ST5,Data interpretation,Cognitive,EX08,7,20,1
S208,ST1,History taking,Communication,EX11,9,20,1
S208,ST2,Clinical examination,Clinical skill,EX11,7,20,1
S208,ST3,Procedure: IV access,Procedural skill,EX03,4,20,1
S208,ST4,Counselling,Communication,EX07,5,20,1
S208,ST5,Data interpretation,Cognitive,EX09,2,20,1
S209,ST1,History taking,Communication,EX07,12,20,1
S209,ST2,Clinical examination,Clinical skill,EX05,9,20,1
S209,ST3,Procedure: IV access,Procedural skill,EX05,5,20,1
S209,ST4,Counselling,Communication,EX12,13,20,1
S209,ST5,Data interpretation,Cognitive,EX03,7,20,1
S210,ST1,History taking,Communication,EX04,6,20,1
S210,ST2,Clinical examination,Clinical skill,EX11,6,20,1
S210,ST3,Procedure: IV access,Procedural skill,EX02,4,20,1
S210,ST4,Counselling,Communication,EX01,6,20,1
S210,ST5,Data interpretation,Cognitive,EX03,5,20,1
S211,ST1,History taking,Communication,EX12,10,20,1
S211,ST2,Clinical examination,Clinical skill,EX05,7,20,1
S211,ST3,Procedure: IV access,Procedural skill,EX10,8,20,1
S211,ST4,Counselling,Communication,EX01,11,20,1
S211,ST5,Data interpretation,Cognitive,EX10,6,20,1
S212,ST1,History taking,Communication,EX06,6,20,1
S212,ST2,Clinical examination,Clinical skill,EX11,10,20,1
S212,ST3,Procedure: IV access,Procedural skill,EX02,4,20,1
S212,ST4,Counselling,Communication,EX03,7,20,1
S212,ST5,Data interpretation,Cognitive,EX07,3,20,1
S213,ST1,History taking,Communication,EX01,10,20,1
S213,ST2,Clinical examination,Clinical skill,EX02,7,20,1
S213,ST3,Procedure: IV access,Procedural skill,EX11,8,20,1
S213,ST4,Counselling,Communication,EX09,9,20,1
S213,ST5,Data interpretation,Cognitive,EX04,8,20,1
S214,ST1,History taking,Communication,EX08,10,20,1
S214,ST2,Clinical examination,Clinical skill,EX02,9,20,1
S214,ST3,Procedure: IV access,Procedural skill,EX06,4,20,1
S214,ST4,Counselling,Communication,EX06,11,20,1
S214,ST5,Data interpretation,Cognitive,EX03,2,20,1
S215,ST1,History taking,Communication,EX06,6,20,1
S215,ST2,Clinical examination,Clinical skill,EX07,7,20,1
S215,ST3,Procedure: IV access,Procedural skill,EX12,7,20,1
S215,ST4,Counselling,Communication,EX06,8,20,1
S215,ST5,Data interpretation,Cognitive,EX03,7,20,1
S216,ST1,History taking,Communication,EX11,7,20,1
S216,ST2,Clinical examination,Clinical skill,EX06,9,20,1
S216,ST3,Procedure: IV access,Procedural skill,EX06,5,20,1
S216,ST4,Counselling,Communication,EX06,7,20,1
S216,ST5,Data interpretation,Cognitive,EX01,7,20,1
S217,ST1,History taking,Communication,EX02,9,20,1
S217,ST2,Clinical examination,Clinical skill,EX07,8,20,1
S217,ST3,Procedure: IV access,Procedural skill,EX02,6,20,1
S217,ST4,Counselling,Communication,EX02,6,20,1
S217,ST5,Data interpretation,Cognitive,EX05,6,20,1
S218,ST1,History taking,Communication,EX01,6,20,1
S218,ST2,Clinical examination,Clinical skill,EX01,6,20,1
S218,ST3,Procedure: IV access,Procedural skill,EX02,4,20,1
S218,ST4,Counselling,Communication,EX08,6,20,1
S218,ST5,Data interpretation,Cognitive,EX03,3,20,1
S219,ST1,History taking,Communication,EX07,9,20,1
S219,ST2,Clinical examination,Clinical skill,EX07,8,20,1
S219,ST3,Procedure: IV access,Procedural skill,EX05,6,20,1
S219,ST4,Counselling,Communication,EX03,6,20,1
S219,ST5,Data interpretation,Cognitive,EX08,4,20,1
S220,ST1,History taking,Communication,EX03,4,20,1
S220,ST2,Clinical examination,Clinical skill,EX01,8,20,1
S220,ST3,Procedure: IV access,Procedural skill,EX07,4,20,1
S220,ST4,Counselling,Communication,EX07,7,20,1
S220,ST5,Data interpretation,Cognitive,EX09,2,20,1
S221,ST1,History taking,Communication,EX01,9,20,1
S221,ST2,Clinical examination,Clinical skill,EX12,11,20,1
S221,ST3,Procedure: IV access,Procedural skill,EX08,10,20,1
S221,ST4,Counselling,Communication,EX01,9,20,1
S221,ST5,Data interpretation,Cognitive,EX12,7,20,1
S222,ST1,History taking,Communication,EX06,10,20,1
S222,ST2,Clinical examination,Clinical skill,EX12,11,20,1
S222,ST3,Procedure: IV access,Procedural skill,EX09,10,20,1
S222,ST4,Counselling,Communication,EX04,10,20,1
S222,ST5,Data interpretation,Cognitive,EX10,10,20,1
S223,ST1,History taking,Communication,EX05,8,20,1
S223,ST2,Clinical examination,Clinical skill,EX09,12,20,1
S223,ST3,Procedure: IV access,Procedural skill,EX01,8,20,1
S223,ST4,Counselling,Communication,EX06,16,20,1
S223,ST5,Data interpretation,Cognitive,EX03,4,20,1
S224,ST1,History taking,Communication,EX01,7,20,1
S224,ST2,Clinical examination,Clinical skill,EX10,8,20,1
S224,ST3,Procedure: IV access,Procedural skill,EX10,3,20,1
S224,ST4,Counselling,Communication,EX10,7,20,1
S224,ST5,Data interpretation,Cognitive,EX08,7,20,1
S225,ST1,History taking,Communication,EX02,12,20,1
S225,ST2,Clinical examination,Clinical skill,EX07,12,20,1
S225,ST3,Procedure: IV access,Procedural skill,EX01,8,20,1
S225,ST4,Counselling,Communication,EX04,12,20,1
S225,ST5,Data interpretation,Cognitive,EX05,9,20,1
S226,ST1,History taking,Communication,EX10,7,20,1
S226,ST2,Clinical examination,Clinical skill,EX07,8,20,1
S226,ST3,Procedure: IV access,Procedural skill,EX01,8,20,1
S226,ST4,Counselling,Communication,EX04,7,20,1
S226,ST5,Data interpretation,Cognitive,EX11,11,20,1
S227,ST1,History taking,Communication,EX04,8,20,1
S227,ST2,Clinical examination,Clinical skill,EX11,4,20,1
S227,ST3,Procedure: IV access,Procedural skill,EX10,8,20,1
S227,ST4,Counselling,Communication,EX07,8,20,1
S227,ST5,Data interpretation,Cognitive,EX09,8,20,1
S228,ST1,History taking,Communication,EX09,7,20,1
S228,ST2,Clinical examination,Clinical skill,EX03,5,20,1
S228,ST3,Procedure: IV access,Procedural skill,EX10,5,20,1
S228,ST4,Counselling,Communication,EX04,10,20,1
S228,ST5,Data interpretation,Cognitive,EX11,7,20,1
S229,ST1,History taking,Communication,EX08,9,20,1
S229,ST2,Clinical examination,Clinical skill,EX03,6,20,1
S229,ST3,Procedure: IV access,Procedural skill,EX09,5,20,1
S229,ST4,Counselling,Communication,EX07,7,20,1
S229,ST5,Data interpretation,Cognitive,EX05,8,20,1
S230,ST1,History taking,Communication,EX06,10,20,1
S230,ST2,Clinical examination,Clinical skill,EX04,5,20,1
S230,ST3,Procedure: IV access,Procedural skill,EX04,8,20,1
S230,ST4,Counselling,Communication,EX05,7,20,1
S230,ST5,Data interpretation,Cognitive,EX10,10,20,1
S231,ST1,History taking,Communication,EX04,6,20,1
S231,ST2,Clinical examination,Clinical skill,EX06,9,20,1
S231,ST3,Procedure: IV access,Procedural skill,EX11,5,20,1
S231,ST4,Counselling,Communication,EX04,7,20,1
S231,ST5,Data interpretation,Cognitive,EX09,2,20,1
S232,ST1,History taking,Communication,EX08,12,20,1
S232,ST2,Clinical examination,Clinical skill,EX05,9,20,1
S232,ST3,Procedure: IV access,Procedural skill,EX10,3,20,1
S232,ST4,Counselling,Communication,EX01,9,20,1
S232,ST5,Data interpretation,Cognitive,EX10,10,20,1
S233,ST1,History taking,Communication,EX12,12,20,1
S233,ST2,Clinical examination,Clinical skill,EX05,8,20,1
S233,ST3,Procedure: IV access,Procedural skill,EX01,9,20,1
S233,ST4,Counselling,Communication,EX07,8,20,1
S233,ST5,Data interpretation,Cognitive,EX02,7,20,1
S234,ST1,History taking,Communication,EX09,7,20,1
S234,ST2,Clinical examination,Clinical skill,EX11,7,20,1
S234,ST3,Procedure: IV access,Procedural skill,EX06,6,20,1
S234,ST4,Counselling,Communication,EX09,8,20,1
S234,ST5,Data interpretation,Cognitive,EX08,9,20,1
S235,ST1,History taking,Communication,EX12,8,20,1
S235,ST2,Clinical examination,Clinical skill,EX09,10,20,1
S235,ST3,Procedure: IV access,Procedural skill,EX05,7,20,1
S235,ST4,Counselling,Communication,EX08,8,20,1
S235,ST5,Data interpretation,Cognitive,EX05,6,20,1
S236,ST1,History taking,Communication,EX07,7,20,1
S236,ST2,Clinical examination,Clinical skill,EX06,6,20,1
S236,ST3,Procedure: IV access,Procedural skill,EX09,6,20,1
S236,ST4,Counselling,Communication,EX05,10,20,1
S236,ST5,Data interpretation,Cognitive,EX06,12,20,1
S237,ST1,History taking,Communication,EX02,6,20,1
S237,ST2,Clinical examination,Clinical skill,EX12,7,20,1
S237,ST3,Procedure: IV access,Procedural skill,EX06,6,20,1
S237,ST4,Counselling,Communication,EX07,6,20,1
S237,ST5,Data interpretation,Cognitive,EX09,9,20,1
S238,ST1,History taking,Communication,EX07,11,20,1
S238,ST2,Clinical examination,Clinical skill,EX05,11,20,1
S238,ST3,Procedure: IV access,Procedural skill,EX04,8,20,1
S238,ST4,Counselling,Communication,EX02,10,20,1
S238,ST5,Data interpretation,Cognitive,EX02,7,20,1
S239,ST1,History taking,Communication,EX10,9,20,1
S239,ST2,Clinical examination,Clinical skill,EX01,12,20,1
S239,ST3,Procedure: IV access,Procedural skill,EX03,5,20,1
S239,ST4,Counselling,Communication,EX05,9,20,1
S239,ST5,Data interpretation,Cognitive,EX07,6,20,1
S240,ST1,History taking,Communication,EX02,11,20,1
S240,ST2,Clinical examination,Clinical skill,EX08,13,20,1
S240,ST3,Procedure: IV access,Procedural skill,EX01,7,20,1
S240,ST4,Counselling,Communication,EX02,7,20,1
S240,ST5,Data interpretation,Cognitive,EX04,11,20,1
